Album,Title,Composer,Artist,Tracknumber,Length,Date
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,Henceforth,Ｏｒａｎｇｅｓｔａｒ,Orangestar Feat. IA,3,236560,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,Mr. シャーデンフロイデ,ひとしずく,"ひとしずく × やま△ Feat. 初音ミク, 鏡音リン, 鏡音レン, 巡音ルカ, KAITO, MEIKO, GUMI, 神威がくぽ",4,248626,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,コールボーイ,ｓｙｕｄｏｕ,syudou Feat. 初音ミク,5,210586,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,仮想市民,ジミーサムＰ,ジミーサムP Feat. 巡音ルカ,6,304680,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,IMAWANOKIWA,いよわ,いよわ Feat. 初音ミク,7,254986,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,YY,２３．ｅｘｅ,23.exe Feat. 初音ミク,8,191853,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,ロキ,みきとP,みきとP Feat. 鏡音リン・レン,9,230813,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,ユエニ,ユリイ・カノン,ユリイ・カノン Feat. GUMI,10,148000,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,オートファジー,柊キライ,柊キライ Feat. flower,11,220653,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,スーパーヒーロー,Ｇｕｉａｎｏ,Guiano Feat. IA,12,167626,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,ヴィラン,てにをは,てにをは Feat. flower,13,203186,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,ウダウダウダ,かいりきベア,かいりきベア Feat. 初音ミク,14,184626,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,ジターバグ,蜂屋ななし,"蜂屋ななし Feat. 初音ミク, MEIKO",15,213893,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,リングの熾天使,Mitchie M,"Mitchie M Feat. 初音ミク, 鏡音リン, KAITO",16,226000,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,僕が夢を捨てて大人になるまで,傘村トータ,傘村トータ Feat. 初音ミク,17,217240,2021
EXIT TUNES PRESENTS Vocalodelight Feat. 初音ミク,レインボウ,ＥＶＥＲＧＲＥＥＮ　ＬＥＬＡＮＤ　ＳＴＵＤＩＯ,EVERGREEN LELAND STUDIO Feat. 初音ミク,18,300266,2021
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,千本桜,黒うさP,黒うさP Feat. 初音ミク,1,244893,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,カゲロウデイズ,初音ミク,じん (自然の敵P) Feat. 初音ミク,2,233293,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,エンヴィキャットウォーク,初音ミク,トーマ Feat. 初音ミク,3,224986,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,深海少女,初音ミク,ゆうゆ Feat. 初音ミク,4,207600,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,Bad ∞ End ∞ Night,ひとしずくＰ,"ひとしずく x やま△ Feat. 初音ミク, 鏡音リン・レン, 巡音ルカ, KAITO, MEIKO, GUMI, 神威がくぽ",5,248693,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,天ノ弱,164,164 Feat. GUMI,6,189293,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,白虎野の娘,ＫＡＩＴＯ,ぶっちぎりP Feat. KAITO,7,287200,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,KURENAI BEAT,ｙｕｕｋｉｓｓ,yuukiss Feat. MEIKO,8,246893,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,パラメタ,初音ミク,40mP Feat. 初音ミク,9,224893,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,スキキライ,HoneyWorks,HoneyWorks Feat. 鏡音リン・レン,10,286093,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,行きます! カラオケ一曲目,ほぼ日Ｐ,ほぼ日P Feat. 初音ミク,11,180493,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,NARAKA,164,蝶々P x 164 Feat. GUMI,12,191800,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,Fate: Rebirth,ＶａｎａＮ’Ｉｃｅ,SCL Project (natsuP) Feat. VanaN'Ice,13,213000,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,アブストラクト・ナンセンス,Neru,Neru Feat. 鏡音リン,14,234400,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,FREELY TOMORROW,Mitchie M,Mitchie M Feat. 初音ミク,15,240000,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,紅一葉,黒うさP,黒うさP Feat. 巡音ルカ,16,250693,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,桜ノ雨,初音ミク,halyosy Feat. 初音ミク,17,393400,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,夢現リバース,ジミーサムＰ,ジミーサムP Feat. 巡音ルカ,18,234600,2012
EXIT TUNES PRESENTS Vocalodream Feat. 初音ミク,ゆめのかたち,ふわりP,"ふわりP Feat. 初音ミク, 鏡音リン・レン, 巡音ルカ, KAITO, MEIKO, GUMI, 神威がくぽ",19,388480,2012
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,アスノヨゾラ哨戒班,IIA,Orangestar Feat. IA,1,177600,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ストリーミングハート,DECO*27,DECO*27 Feat. 初音ミク,2,180293,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,聖槍爆裂ボーイ,もじゃ,れるりり & もじゃ (大柴広己) Feat. 鏡音レン,3,206893,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ぼうけんのしょがきえました! (おきのどくですが ver.),じーざす,じーざす (ワンダフル☆オポチュニティ!) Feat. 鏡音リン・レン,4,232000,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ウミユリ海底譚,n-buna,n-buna Feat. 初音ミク,5,237693,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ツギハギスタッカート,とあ,とあ Feat. 初音ミク,6,246893,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ヤキモチの答え,HoneyWorks,HoneyWorks Feat. GUMI,7,220093,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,M.S.S.Planet,Ｍ．Ｓ．Ｓ　Ｐｒｏｊｅｃｔ,M.S.S Project Feat. 初音ミク & GUMI,8,212893,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,ドッペル押し問答,鏡音リン,マイナス Feat. 鏡音リン,9,199400,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,パンダヒーロー,ＧＵＭＩ,ハチ Feat. GUMI,10,223893,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,上弦の月,黒うさP,黒うさP Feat. KAITO,11,238293,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,STRINGS COMPLEX (VF edit),ＭＥＩＫＯ,yuukiss Feat. MEIKO,12,242493,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,古に封印されし究極黒魔法 (物理),うたたP,うたたP Feat. MAYU,13,246493,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,来来! いーある飯店。,みきとP,"みきとP Feat. GUMI, 鏡音リン",14,248893,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,alternate,ｋｅｅｎｏ,keeno Feat. 初音ミク,15,322000,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,空気系男子 -エアーマン- の憂鬱,がくぽ神威,mathru (かにみそP) Feat. 神威がくぽ,16,211693,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,キセキの年,ほぼ日Ｐ,ほぼ日P Feat. 初音ミク,17,254600,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,恋愛裁判,40mP,40mP Feat. 初音ミク,18,222293,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,今日、卒業します。,巡音ルカ,"黒田亜津 Feat. 初音ミク, 巡音ルカ, GUMI, 神威がくぽ, IA, MAYU",19,278600,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,8bitボカロメドレー (VF edition),鏡音リン,そると with yuukiss Feat. 鏡音リン & 巡音ルカ,20,239400,2015
EXIT TUNES PRESENTS VOCALOFANTASY Feat. 初音ミク,それ全然わかんない、意味が伝達してこない。,ＧＵＭＩ,"Underbair Feat. 初音ミク, GUMI",21,6933,2015
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,ロストワンの号哭 (refine),Neru,Neru Feat. 鏡音リン,1,216400,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,怪盗Fの台本 ～消えたダイヤの謎～,ひとしずく x やま△,"ひとしずく x やま△ Feat. 初音ミク, 鏡音リン・レン, 巡音ルカ, KAITO, MEIKO, GUMI, 神威がくぽ, IA, MAYU",2,246800,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,サリシノハラ,みきとP,みきとP Feat. 初音ミク,3,272293,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,我楽多イノセンス,Last Note.,Last Note. Feat. GUMI,4,271693,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,命のユースティティア,Neru,Neru Feat. 鏡音レン,5,253000,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,威風堂々,梅とら,"梅とら Feat. 巡音ルカ, 初音ミク, GUMI, IA, 鏡音リン, MAYU",6,201693,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,東京レトロ,すこっぷ,すこっぷ Feat. 初音ミク,7,234293,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,マジでぉこだょ? ァたし間違ってなぃ,うたたP,うたたP Feat. MAYU,8,228800,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,Rewind,40mP,40mP Feat. GUMI,9,209400,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,ハイハハイニ (KAITO V3 ver.),テンネン,テンネン Feat. KAITO,10,242800,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,Change me (refine),shu-tP,shu-t Feat. MEIKO,11,289800,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,林檎売りの泡沫少女,ゆっけ,yukkedoluce Feat. GUMI,12,361000,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,リズの内心革命,じっぷす,じっぷす Feat. IA,13,187600,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,マネマネサイコトロピック,かいりきベア,かいりきベア Feat. GUMI,14,204693,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,アンサー,Dixie Flatline,Dixie Flatline Feat. 巡音ルカ,15,236493,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,終点,cosMo@暴走P,cosMo@暴走P Feat. 初音ミク,16,248400,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,みらいをつなぐ,ふわりP,"ふわりP Feat. 神威がくぽ, 鏡音レン, KAITO",17,402400,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,Future (初音ミク V3 ver.),ジミーサムP,"ジミーサムP Feat. 初音ミク, 巡音ルカ",18,304493,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,WAVE,Niki,niki Feat. 鏡音リン,19,198600,2013
EXIT TUNES PRESENTS Vocalofuture Feat. 初音ミク,[Secret Track],---,Various Artists,20,26186,2013
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,ココロ,トラボルタ,トラボルタ Feat. 鏡音リン,1,280893,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,イカサマ⇔カジノ,やま△,ひとしずく x やま△ Feat. 鏡音リン・レン,2,221800,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,右肩の蝶,のりぴー,のりぴー Feat. 鏡音レン,3,263893,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,深海シティアンダーグラウンド,鏡音リン,田中B Feat. 鏡音リン,4,277693,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,パラジクロロベンゼン,オワタP,オワタP Feat. 鏡音レン,5,216000,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,リモコン,じーざす,じーざす (ワンダフル☆オポチュニティ!) Feat. 鏡音リン・レン,6,310000,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,天樂,ゆうゆ,ゆうゆ Feat. 鏡音リン,7,274600,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,悪ノ召使,鏡音レン,mothy_悪ノP Feat. 鏡音レン,8,290200,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,セツナデシコ,鏡音リン,ライブP Feat. 鏡音リン,9,254000,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,ジェミニ,鏡音リン,DixieFlatline Feat. 鏡音リン・レン,10,308493,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,鏡音レンの暴走,鏡音レン,cosMo@暴走P Feat. 鏡音レン,11,286293,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,いろは唄,銀サク,銀サク Feat. 鏡音リン,12,245293,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,スーパーヒーロー,鏡音レン,Nem Feat. 鏡音レン,13,221493,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,リンリンシグナル,鏡音リン,Dios / シグナルP Feat. 鏡音リン・レン,14,242600,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,炉心融解,iroha (sasaki),iroha (sasaki) Feat. 鏡音リン,15,333000,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,ココロ・キセキ,鏡音レン,zyun (ジュンP) Feat. 鏡音レン,16,289200,2012
EXIT TUNES PRESENTS Vocalogemini Feat. 鏡音リン・レン,リンちゃんなう!,初音ミク,オワタP Feat. 初音ミク & 巡音ルカ,17,168080,2012
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,右肩の蝶,のりぴー,のりぴー Feat. 鏡音レン,1,264800,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,初音ミクの暴走 -Full ver.-,初音ミク,cosMo@暴走P Feat. 初音ミク,2,287600,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,いろは唄,銀サク,銀サク Feat. 鏡音リン,3,245893,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,ローリンガール,初音ミク,wowaka (現実逃避P) Feat. 初音ミク,4,192000,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,パラジクロロベンゼン,オワタP,オワタP Feat. 鏡音レン,5,234893,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,IMITATION BLACK,ｎａｔｓｕＰ,SCL Project (natsuP) Feat. VanaN'Ice,6,223600,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,イケ恋歌,鏡音レン,れれれP Feat. 鏡音レン,7,221000,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,番凩,仕事してＰ,"仕事してP Feat. MEIKO, KAITO",8,225093,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,紡唄 -つむぎうた-,鏡音リン,DATEKEN Feat. 鏡音リン・レン,9,321893,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,リグレットメッセージ,mothy_悪ノP,mothy_悪ノP Feat. 鏡音レン,10,202493,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,しねばいいのに,ＫＡＩＴＯ,どぶウサギ Feat. KAITO,11,331800,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,リア充爆発しろ!,桃華なゆた,KAZU-k & 桃華なゆた Feat. 初音ミク,12,93600,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,charActer,ａｚｕｍａ,"azuma Feat. 初音ミク, 巡音ルカ",13,233293,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,1/6 -genesis mix-,ぼーかりおどＰ,ぼーかりおどP Feat. 初音ミク,14,260693,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,erase or zero (Vocalogenesis only NewMix),ＨｚＥｄｇｅ,"HzEdge (クリスタルP) Feat. 鏡音レン, KAITO",15,230893,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,Nostalogic (single edit),ＭＥＩＫＯ,yuukiss Feat. MEIKO,16,240693,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,DYE,AVTechNO!,AVTechNO! Feat. 巡音ルカ,17,229400,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,Genesis,初音ミク,"ジミーサムP Feat. 初音ミク, 巡音ルカ",18,339693,2010
EXIT TUNES PRESENTS Vocalogenesis Feat. 初音ミク,右肩の蝶 -Ver. 3.0.1-,鏡音レン,のりぴー Feat. 鏡音レン,19,295586,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,悪ノ娘,鏡音リン,mothy_悪ノP Feat. 鏡音リン,1,278306,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,悪ノ召使,mothy_悪ノP,mothy_悪ノP Feat. 鏡音レン,2,289493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,結ンデ開イテ羅刹ト骸,初音ミク,ハチ Feat. 初音ミク,3,265493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,炉心融解 (Hard-R.K.mix),cosMo@暴走P,cosMo@暴走P Feat. 鏡音リン,4,320013,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,裏表ラバーズ,初音ミク,wowaka (現実逃避P) Feat. 初音ミク,5,186493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,1925,冨田悠斗,冨田悠斗 (とみー / T-POCKET) Feat. 初音ミク,6,199000,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,ストラトスフィア (-VocaLege edit-),初音ミク,t.Komine (うたたP) Feat. 初音ミク,7,433506,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,StargazeR (Vocalolegend New-Arrange ver.),骨盤Ｐ,骨盤P Feat. 初音ミク,8,205000,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,星屑ユートピア,ｏｔｅｔｓｕ,otetsu Feat. 巡音ルカ,9,261493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,SPiCa,とくＰ,とくP Feat. 初音ミク,10,216506,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,よっこらせ (笑),アゴアニキ,アゴアニキ Feat. 初音ミク,11,153000,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,ジェミニ,Ｄｉｘｉｅ　Ｆｌａｔｌｉｎｅ,DixieFlatline Feat. 鏡音リン・レン,12,309493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,VOiCE,初音ミク,ラヴリーP Feat. 初音ミク,13,267800,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,いつもより泣き虫な空,れるりり,れるりり Feat. 初音ミク,14,244706,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,No Logic,ジミーサムＰ,ジミーサムP Feat. 巡音ルカ,15,258493,2010
EXIT TUNES PRESENTS Vocalolegend Feat. 初音ミク,SUPER DEADBALL BEAT (脱げばいいってモンじゃない! New Remix),ゆうゆ,ゆうゆ & デッドボールP Feat. 初音ミク,16,581186,2010
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,Fire◎Flower 2011,halyosy,halyosy Feat. 鏡音レン,1,262000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,千年の独奏歌 (refine),ＫＡＩＴＯ,yanagiP Feat. KAITO,2,278000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,Nyanyanyanyanyanyanya!,初音ミク,daniwellP Feat. 初音ミク,3,227000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,どういうことなの!?,初音ミク,くちばしP Feat. 初音ミク,4,240000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,腐れ外道とチョコレゐト,初音ミク,ピノキオP Feat. 初音ミク,5,193000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,リモコン,じーざす,じーざす (ワンダフル☆オポチュニティ!) Feat. 鏡音リン・レン,6,310986,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,ハッピーシンセサイザ,巡音ルカ,EasyPop Feat. 巡音ルカ & GUMI,7,235000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,LOVELESSxxx,ＶａｎａＮ’Ｉｃｅ,SCL Project (natsuP) Feat. VanaN'Ice,8,214000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,壊セ壊セ,ＭＥＩＫＯ,E.L.V.N Feat. MEIKO,9,215000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,妄想スケッチ,初音ミク,40mP Feat. 初音ミク,10,223000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,リンネ,ハチ,ハチ Feat. 初音ミク,11,257000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,神曲,おにゅうP,おにゅうP Feat. 初音ミク,12,197000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,Blackjack,巡音ルカ,ゆちゃP Feat. 巡音ルカ,13,159000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,ハンコウセイメイ,ＹＭ,YM Feat. GUMI,14,152000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,藍色の蝶,がくぽ神威,マチゲリータ Feat. 神威がくぽ,15,160000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,レンラクマダー?,鏡音リン,ライブP Feat. 鏡音リン,16,297000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,リスキーゲーム,初音ミク,黒うさP Feat. 初音ミク,17,209000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,修道少女と偶像少女,初音ミク,cosMo@暴走P Feat. 初音ミク,18,316000,2011
EXIT TUNES PRESENTS Vocalonation Feat. 初音ミク,ボーカロイドたちがボカロネイション収録曲をセッションしたようです,ＧＹＡＲＩ,GYARI (ココアシガレットP) Feat. Vocalonation Band,19,529986,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,マトリョシカ,Various Artists,ハチ Feat. 初音ミク & GUMI,1,200000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,般若心経ポップ,Various Artists,おにゅうP Feat. 初音ミク,2,164000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,Paranoid Doll,Various Artists,SCL Project (natsuP) Feat. 神威がくぽ,3,247493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,トリノコシティ,Various Artists,40mP Feat. 初音ミク,4,205000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,アンチクロロベンゼン,Various Artists,オワタP Feat. 鏡音リン,5,200493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,秘密警察,Various Artists,ぶりるP Feat. 初音ミク,6,210493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,ネトゲ廃人シュプレヒコール,Various Artists,さつき が てんこもり Feat. 初音ミク,7,293493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,心拍数#0822,Various Artists,蝶々P Feat. 初音ミク,8,319493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,マイリスダメー!,Various Artists,ライブP Feat. 鏡音リン,9,236000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,ナイフ,Various Artists,パワーコードP Feat. 巡音ルカ,10,265000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,家に帰ると妻が必ず死んだふりをしています。,Various Artists,ほぼ日P Feat. 初音ミク,11,165493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,ggrks -ググれカス-,Various Artists,あー民P Feat. 巡音ルカ & 神威がくぽ,12,221000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,暗い森のサーカス,Various Artists,"マチゲリータP Feat. 初音ミク, 鏡音リン・レン",13,232493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,Pane dhiria,Various Artists,新城P Feat. KAITO,14,174000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,秘蜜 ～黒の誓い～,Various Artists,ひとしずくP Feat. 鏡音リン・レン,15,258000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,黄泉桜,Various Artists,仕事してP Feat. MEIKO,16,224493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,ツンデ恋歌,Various Artists,れれれP Feat. 鏡音レン,17,282000,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,さよならポラリス,Various Artists,Nem Feat. GUMI,18,275493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,またあした,Various Artists,ふわりP Feat. 初音ミク,19,333493,2011
EXIT TUNES PRESENTS Vocalonexus Feat. 初音ミク,[Secret Track],Various Artists,Various Artists,20,145480,2011
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,いーあるふぁんくらぶ,みきとP,"みきとP Feat. GUMI, 鏡音リン",1,237693,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,Twilight ∞ nighT,やま△,"ひとしずく x やま△ Feat. 初音ミク, 鏡音リン・レン, 巡音ルカ, KAITO, MEIKO, GUMI, 神威がくぽ",2,225693,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,永遠に幸せになる方法、見つけました。,初音ミク,うたたP Feat. 初音ミク,3,312093,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,放課後ストライド,Ｌａｓｔ　Ｎｏｔｅ．,Last Note.,4,226400,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,純情スカート,初音ミク,40mP Feat. 初音ミク,5,249000,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,ギガンティックO.T.N,鏡音レン,ギガP Feat. 鏡音レン,6,202400,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,ケッペキショウ,すこっぷ,すこっぷ Feat. GUMI,7,221893,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,仇返しシンドローム,まふまふ,まふまふ Feat. IA,8,184800,2013
EXIT TUNES PRESENTS Vocalosensation Feat. 初音ミク,しゃぼんのサラマンドラ,ぶっちぎりＰ,ぶっちぎりP Feat. KAITO,9,323800,2013
